url_domain,url_subdomain,url_suffix,whois_registrar,whois_server_domain,whois_server_subdomain,whois_server_org,whois_org,url_domain_ip
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
rsna,radiology,org,"Amazon Registrar, Inc.",amazon,whois.registrar,com,RSNA,19219047159
ringsoforbis,,com,"GoDaddy.com, LLC",godaddy,whois,com,Automatic Games,6420718350
spokeo,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,132264536
phillyblackpride,,org,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",6696161137
cbslocal,sacramento,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Television Stations Digital Media Group,192066136
amazon,,com,MarkMonitor Inc.,markmonitor,whois,com,,205251242103
yellowpages,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,20893105173
pprune,,org,"GoDaddy.com, LLC",godaddy,whois,com,"MH Sub I, LLC",1042499125
blogspot,initialsdbb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233177191
devot-ee,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",198912693
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
castingcallpro,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,5421724774
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
wikipedia,en,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
fineartamerica,,com,"Omnis Network, LLC",omnis,whois,com,"Pixels.com, LLC",323217898
blogspot,crownedhoops,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233177191
discogs,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Zink Media, Inc.",21615117150
lakehousesofwashington,,com,MarkMonitor Inc.,markmonitor,whois,com,,6520012158
montrealroads,,com,"Deluxe Small Business Sales, Inc. d/b/a Aplus.net",names4ever,whois,com,SyncSuite LLC,6429151221
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
ico-kos,,org,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",3724751139
nydailynews,articles,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Tribune Publishing Company, LLC",5270189167
linkedin,,com,MarkMonitor Inc.,markmonitor,whois,com,,1081741010
wikipedia,en,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
revolutionsoccer,,net,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Major League Soccer, L.L.C.",15110119410
ldschurchnews,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,1042810111
anthonyeacom,,com,"GoDaddy.com, LLC",godaddy,whois,com,Anthony Eacom Inc.,20796218139
blogspot,neworleanscuisine,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233177191
ancestry,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560169132
nndb,,com,"Network Solutions, LLC",networksolutions,whois,com,,216218248231
syedtradingco,,com,"GoDaddy.com, LLC",godaddy,whois,com,ALMUBDI,19854120203
sensagent,dictionary,com,"Network Solutions, LLC",networksolutions,whois,com,,193251291
thepassiveincomeearner,,com,"GoDaddy.com, LLC",godaddy,whois,com,,184168131241
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
sportslogos,,net,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",3221238175
urbanspoon,,com,https://www.101domain.com/,101domain,whois,com,,5222025230
thisistap,hesham,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",130211105223
blogspot,thethirdintermission,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233177191
ranker,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Ranker, C-Corp.",1923331160
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
kingdomcome,,org,DropCatch.com 1227 LLC,namebright,whois,com,,1856115372
boxrec,,com,"Network Solutions, LLC",networksolutions,whois,com,,37187156219
legacy,,com,"Network Solutions, LLC",networksolutions,whois,com,,2161464611
freeones,,com,Key-Systems GmbH,rrpproxy,whois,net,REDACTED FOR PRIVACY,4532294
turkcebilgi,english,com,"GoDaddy.com, LLC",godaddy,whois,com,Sawis Bilisim A.S.,13820113019
icelebz,,com,"GoDaddy.com, LLC",godaddy,whois,com,Atlantiz Pte. Ltd.,964412898
fagstein,blog,com,Google LLC,google,whois,com,Contact Privacy Inc. Customer 1241106085,174142230147
alibris,,com,"GoDaddy.com, LLC",godaddy,whois,com,Alibris,10416136245
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
veromi,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",10424123196
webmill,bookax,com,"Network Solutions, LLC",networksolutions,whois,com,,7420824798
quebec-hotels,,net,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,9812419917
yelp,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Yelp Inc.,104165723
weightlossmatrix,,net,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",31674115
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
falltvpreview,,com,"SNAPNAMES 43, LLC",web,whois,com,,209996470
yellowpages,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,20893105173
wikia,baseball,com,Tucows Domains Inc.,tucows,whois,com,,15110164194
scribd,,com,GANDI SAS,gandi,whois,net,"Scribd, Inc.",151101130152
gezzinypizza,,com,"GoDaddy.com, LLC",godaddy,whois,com,NameFind LLC,10420022130
gicp,lenovo,net,"SHANGHAI BEST ORAY INFORMATION S&T CO., LTD.",oray,whois,com,,22273711
blogspot,farmhousecountrystyle,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233177191
remembertheafl,,com,"DOMAINPEOPLE, INC.",DOMAINPEOPLE,WHOIS,COM,REDACTED FOR PRIVACY,20715021281
duckdns,wws.m3-santander,org,GANDI SAS,gandi,whois,net,,52275144
singularity,,net,"Name.com, Inc.",name,whois,com,Alan Sayter,75126102249
ebay,,com,"MarkMonitor, Inc.",markmonitor,whois,com,eBay Inc.,66135195175
rivals,indiana,com,MarkMonitor Inc.,markmonitor,whois,com,,152199082
chacha,,com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",hichina,grs-whois,com,,10324455236
sunshinereview,,org,"Wild West Domains, LLC",wildwestdomains,whois,com,Ballotpedia,548513889
creaturefeaturemusic,,com,"DomainSite, Inc.",domainsite,whois,com,"Domain Protection Services, Inc.",6916321848
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",1763298166
livejournal,aramatheydidnt,com,"Regional Network Information Center, JSC dba RU-CENTER",nic,whois,ru,Privacy protection service - whoisproxy.ru,138817933
yahoo,finance,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
oaklandtech,,com,Tiger Technologies LLC,tigertech,whois,net,Oakland Technical High School,20880682
mp3,,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Interactive Inc.,6430228118
ancestry,freepages.genealogy.rootsweb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560169132
americantowns,,com,"Register.com, Inc.",register,whois,com,,23253120161
shortsbay,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",1042827111
wordpress,bakagarden,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",19207817
nationalpost,fullcomment,com,WEBNAMES.CA INC,webnames,whois,ca,Postmedia Network Inc.,19207932
setlist,,fm,CSC Corporate Domains Inc.,corporatedomains,whois,com,,1332856
tvduck,,com,NAMECHEAP INC,namecheap,whois,com,Rebellion Media,104287226
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
instantcast,,com,"GoDaddy.com, LLC",godaddy,whois,com,WhosListed LLC,7216721174
kingsage,,com,"PSI-USA, Inc. dba Domain Robot",psi-usa,whois,info,Gameforge Productions GmbH,7911087192
freshwap,,com,NAMECHEAP INC,namecheap,whois,com,FreshWap,1933771238
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164203
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164203
cedarrivercellars,blog,com,"Network Solutions, LLC",networksolutions,whois,com,,73109234149
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
docstoc,,com,"GoDaddy.com, LLC",godaddy,whois,com,Intuit Inc.,18416822161
talktalk,john.ritter,net,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,Talk Talk Communications Limited,10716213362
movieactors,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Entertainment Network, Inc.",13214851129
wordpress,videovodou,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",19207817
ksfy,,com,"GoDaddy.com, LLC",godaddy,whois,com,Gray Television,52444261
phideltdc,,com,"GoDaddy.com, LLC",godaddy,whois,com,,1622412429
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
yahoo,ca.sports,com,MarkMonitor Inc.,markmonitor,whois,com,,98138219232
sherwoodforest-uk,,com,"Network Solutions, LLC",networksolutions,whois,com,,20891197132
oreilly,en,com,"GoDaddy.com, LLC",godaddy,whois,com,"O'Reilly Media, Inc.",1992714564
czechfan,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domain Asset Holdings, LLC",6916422352
nudevista,,com,URL SOLUTIONS INC.,pananames,whois,com,GLOBAL DOMAIN PRIVACY SERVICES INC,7411717967
duckduckgo,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",2321193169
lyrics007,,com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",hichina,grs-whois,com,,456351139
slideshare,,net,"MarkMonitor, Inc.",markmonitor,whois,com,LinkedIn Corporation,1081741174
4pu,tomatopota,com,"Network Solutions, LLC",networksolutions,whois,com,,209208462
musicstack,,com,"Cloudflare, Inc.",cloudflare,whois,com,DATA REDACTED,1042610104
infofootballonline,,com,"GoDaddy.com, LLC",godaddy,whois,com,,13214844247
diaryofamodernsocialite,,com,"GoDaddy.com, LLC",godaddy,whois,com,,506320250
casolalandscaping,kleedkamersinkiness,com,"GoDaddy.com, LLC",godaddy,whois,com,A casola farms,506320291
electronichouse,,com,"GoDaddy.com, LLC",godaddy,whois,com,EH Publishing,162247141123
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",1763298166
k-state,,com,THE REGISTRY AT INFO AVENUE,iaregistry,whois,com,Kansas State University,1462073172
nhl,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,82073150
movoto,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",5225241140
alexanderandroyalty,,com,"GoDaddy.com, LLC",godaddy,whois,com,Alexander & Royalty,19918272119
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
sacramentoslotmachinerepair,,com,"GoDaddy.com, LLC",godaddy,whois,com,Sacramento Amusement Repair,184168421
eu,dvbs,org,GANDI SAS,gandi,whois,net,,7819416974
absoluteastronomy,,com,"Domain.com, LLC",domain,whois,com,,21655179243
yahoo,local,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
shawnanderson,,com,FastDomain Inc.,bluehost,whois,com,,7422021964
salarylist,,com,"GoDaddy.com, LLC",godaddy,whois,com,careeranswers.com,4725446221
spoke,,com,"Name.com, Inc.",name,whois,com,"Domain Protection Services, Inc.",3420358111
campratingz,,com,"GoDaddy.com, LLC",godaddy,whois,com,Ratingz Inc,7512689180
trashtalkingradio,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,15696113230
mmccancer,,com,"GoDaddy.com, LLC",godaddy,whois,com,Saint Barnabas Corporation,184168131241
botw,local,org,"ENOM, INC.",ENOM,WHOIS,COM,"['-Best of the Web', 'REDACTED FOR PRIVACY']",2097319421
freebase,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,2162393221
wikipedia,en,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
imondialidicalcio,,net,Tucows Domains Inc.,tucows,whois,com,,311132160
linkedin,,com,"MarkMonitor, Inc.",markmonitor,whois,com,LinkedIn Corporation,1081741010
encyclopedia,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",10426913
brucespringsteen,,net,MarkMonitor Inc.,markmonitor,whois,com,,104179928
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",31136735
511contracosta,,org,NAMECHEAP INC,namecheap,whois,com,511 Contra Costa,104198144206
planetfriendly,,net,Tucows Domains Inc.,tucows,whois,com,,216201105217
mp3videosearch,,com,Domainhysteria.com LLC,web,whois,com,,204115637
smokinghotwaitress,,com,"GoDaddy.com, LLC",godaddy,whois,com,SHW Inc.,1738221173
mesotheliomasymptoms,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",10424121137
pipl,,com,"GoDaddy.com, LLC",godaddy,whois,com,Pipl,19223066205
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164203
brainyquote,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1042263223
slashfilm,,com,Tucows Domains Inc.,tucows,whois,com,,104318588
ancestry,wc.rootsweb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560169132
baseball-almanac,,com,"Network Solutions, LLC",networksolutions,whois,com,,20884118200
latimes,latimesblogs,com,MarkMonitor Inc.,markmonitor,whois,com,,34216117150
johnlscott,,com,"GoDaddy.com, LLC",godaddy,whois,com,John L. Scott Inc,5469179234
generasia,,com,"GoDaddy.com, LLC",godaddy,whois,com,generasia,19858100165
comeinbaby,www,com,"DYNADOT, LLC",dynadot,whois,com,,20618961126
artistwiki,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",104200137155
howardjohnsonquebec,,com,Namescout.com,Namescout,whois,com,Hotel Quebec Hall,686752213
kcparksgolf,,com,"GoDaddy.com, LLC",godaddy,whois,com,ICE Systems LLC,69167161119
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
airfleets,,net,"OVH, SAS",ovh,whois,com,GIRAUD Nicolas,104260194
myapartmentparis,,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,"Privacy Protect, LLC (PrivacyProtect.org)",4533279
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
india-forums,,com,"DYNADOT, LLC",dynadot,whois,com,,104261120
bluegrassmessengers,,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,ThreeCircuit,1382076973
ultimate-guitar,tabs,com,"Network Solutions, LLC",networksolutions,whois,com,,1781822152
openlinksw,dbpedia,com,"Network Solutions, LLC",networksolutions,whois,com,,194109117219
rottentomatoes,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Fandango Media, LLC",10471236220
recordsproject,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"PeopleConnect, Inc.",1651601320
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412513693
sovereigntrust,,info,"Dynadot, LLC",dynadot,whois,com,,1729819237
handheld-linux,,com,Cronon AG,cronon,whois,net,,8315126121
c0sm,desperate-housewives,org,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",10427180101
barnesandnoble,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,barnesandnoble.com llc,16122174213
freepick1,,com,Tucows Domains Inc.,tucows,whois,com,,75119209221
aflatune,,com,"Wild West Domains, LLC",wildwestdomains,whois,com,,506320229
infibeam,,com,"GoDaddy.com, LLC",godaddy,whois,com,NSI Infinium Global Pvt. Ltd.,10416166184
wardjc,,com,"eNom, LLC",enom,whois,com,,6324915812
platinumwindowcleaning,,com,"GoDaddy.com, LLC",godaddy,whois,com,,3419320492
hockeyfights,,com,"GoDaddy.com, LLC",godaddy,whois,com,SingerNet,104261161
gayeroticarchives,films,com,"Network Solutions, LLC",networksolutions,whois,com,,6721010867
manta,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,19222520819
flaglerclerk,,com,TIERRANET INC. DBA DOMAINDISCOVER,domaindiscover,whois,com,Flagler County Clerk of Court,198205120103
sherdog,,com,"GoDaddy.com, LLC",godaddy,whois,com,"CraveOnline Media, LLC",104179966
golf,,com,"Network Solutions, LLC",networksolutions,whois,com,,10418174240
bleacherreport,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,151101655
ticketloot,,com,"TurnCommerce, Inc. DBA NameBright.com",NameBright,whois,com,HugeDomains.com,232023912
enchantingeventdesigns,,com,"NamePal.com #8027, LLC",web,whois,com,,2089119746
answers,wiki,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164203
wordpress,dancehousevan,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",1920789
blogspot,rainaviationblog,com,MarkMonitor Inc.,markmonitor,whois,com,,64233177191
accesshollywood,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"NBCUniversal Media, LLC",1843160106
vo2ov,,com,"Name.com, Inc.",name,whois,com,NameFind LLC - On Behalf of Domain Owner,9119524094
sportsbookgurus,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",657514558
uboat,,net,"Network Solutions, LLC",networksolutions,whois,com,,17323013861
hollywoodreporter,,com,"Network Solutions, LLC",networksolutions,whois,com,,1041724125
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",1763298166
heavymetaladdiction,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,6916422352
noreply-yahoicc,,xyz,Dynadot LLC,dynadot,whois,com,,103224182246
nudepedia,,net,DANESCO TRADING LTD,danesconames,whois,com,DANESCO TRADING LTD.,784761
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
yahoo,rivals,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
shb,,com,"Network Solutions, LLC",networksolutions,whois,com,,2310043208
game6media,,com,THE NAME IT CORPORATION DBA NAMESERVICES.NET,aitdomains,whois,com,Game6Media,1921242496
politicalgraveyard,,com,"Network Solutions, LLC",networksolutions,whois,com,,21651232170
nytimes,movies,com,"MarkMonitor, Inc.",markmonitor,whois,com,The New York Times Company,15110165164
lacajaverde,,com,1&1 IONOS SE,ionos,whois,com,1&1 Internet Inc,74208236192
pardonmyhindi,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1984923145
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
mma-core,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",104261367
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",31136735
wireimage,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Getty Images (US), Inc.",1335119120
wireimage,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Getty Images (US), Inc.",1335119120
dealnay,,com,"Cloudflare, Inc.",cloudflare,whois,com,DATA REDACTED,104282234
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412513693
spokeo,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,132264547
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412513693
imdb,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"IMDb.com, Inc.",5294228167
wn,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,19514984100
goodreads,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Goodreads LLC,5294237126
graysonacademy,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",166622755
spokeo,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,132264547
3dfishgame,,com,DropCatch.com 1263 LLC,NameBright,whois,com,,1927174151
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412513693
sedanos,,com,"Network Solutions, LLC",networksolutions,whois,com,,198199123118
genealogy,genforum,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560108104
phimhongkong,,com,"GoDaddy.com, LLC",godaddy,whois,com,Administrator,18416822154
bbonline,,com,"GoDaddy.com, LLC",godaddy,whois,com,"MH Sub I, LLC",1041841221
mediafire,,com,"GoDaddy.com, LLC",godaddy,whois,com,"MediaFire, LLC",10416203237
loraincounty,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,6440110135
c21metroec,,com,"GoDaddy.com, LLC",godaddy,whois,com,R2 Online Agency SRL,518396194
freakshop,,com,"GoDaddy.com, LLC",godaddy,whois,com,,2095916887
hollywood,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Hollywood.com, LLC",523476207
wikipedia,en,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
canada,,com,WEBNAMES.CA INC,webnames,whois,ca,Postmedia Network Inc.,1997140135
